"sezioni";"codici";"titoli_corti";"titoli";"l"
"F";"4212";"Costr. di linee ferrov. e metropolitane";"Costruzione di linee ferroviarie e metropolitane";4
"F";"4213";"Costr. di ponti e gallerie";"Costruzione di ponti e gallerie";4
"F";"4221";"Costr. di infra. per il trasp. di fluidi";"Costruzione di infrastrutture per il trasporto di fluidi";4
"F";"4222";"Costr. di infra. per l'energia elettrica";"Costruzione di infrastrutture per l'energia elettrica e le telecomunicazioni";4
"F";"4291";"Costr. di opere idrauliche";"Costruzione di opere idrauliche";4
"F";"4299";"Costr. d. a. opere di ing. civile nca";"Costruzione di altre opere di ingegneria civile n.c.a.";4
"F";"4311";"Demolizione";"Demolizione";4
"F";"4312";"Prep. del cantiere edile";"Preparazione del cantiere edile";4
"F";"4313";"Trivellazioni e perforazioni";"Trivellazioni e perforazioni";4
"F";"4321";"Inst. d'impianti elettrici";"Installazione di impianti elettrici";4
"F";"4322";"Inst. d'impianti idraulici";"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria";4
"F";"4329";"Altri lavori di costruzione e inst.";"Altri lavori di costruzione e installazione";4
"F";"4331";"Intonacatura";"Intonacatura";4
"F";"4332";"Posa in opere d'infissi";"Posa in opera di infissi";4
"F";"4333";"Rivest. di pavimenti e di muri";"Rivestimento di pavimenti e di muri";4
"F";"4334";"Tinteggiatura e posa in opera di vetri";"Tinteggiatura e posa in opera di vetri";4
"F";"4339";"A. lav. di complet. e di finit. d. edif.";"Altri lavori di completamento e di finitura degli edifici";4
"F";"4391";"Realizzazione di coperture";"Realizzazione di coperture";4
"F";"4399";"Altri lav. specializzati di costr. nca";"Altri lavori specializzati di costruzione n.c.a.";4
"G";"4511";"Comm. di autovetture e di autov. leggeri";"Commercio di autovetture e di autoveicoli leggeri";4
"G";"4519";"Comm. di altri autoveicoli";"Commercio di altri autoveicoli";4
"G";"4520";"Man. e riparazione di autoveicoli";"Manutenzione e riparazione di autoveicoli";4
"G";"4531";"Ci. di parti e acc. di autoveicoli";"Commercio all'ingrosso di parti e accessori di autoveicoli";4
"G";"4532";"Cd. di parti e acc. di autoveicoli";"Commercio al dettaglio di parti e accessori di autoveicoli";4
"G";"4540";"Comm., man. e ripar. di motocicli";"Commercio, manutenzione e riparazione di motocicli e relativi parti ed accessori";4
"G";"4611";"Ic. di mat. prime agr., di anim. vivi";"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati";4
"G";"4612";"Ic. di combustibili, min. metalli";"Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici";4
"G";"4613";"Ic. di legname e mat. da costruzione";"Intermediari del commercio di legname e materiali da costruzione";4
"G";"4614";"Ic. di macchinari, impianti industriali";"Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili";4
"G";"4615";"Ic. di mobili, art. per la casa";"Intermediari del commercio di mobili, articoli per la casa e ferramenta";4
"G";"4616";"Ic. di prod. tess., abb., calzature";"Intermediari del commercio di prodotti tessili, abbigliamento, calzature e articoli in pelle";4
"G";"4617";"Ic. di prod. alim., bevande e tabacco";"Intermediari del commercio di prodotti alimentari, bevande e tabacco";4
"G";"4618";"Intermediari spec. nel comm. di a. prod.";"Intermediari specializzati nel comercio di altri prodotti particolari";4
"G";"4619";"Ic. di prod. senza prevalenza di alcuno";"Intermediari del commercio di vari prodotti senza prevalenza di alcuno";4
"G";"4621";"Ci. di cereali, tabacco grezzo";"Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame";4
"G";"4622";"Ci. di fiori e piante";"Commercio all'ingrosso di fiori e piante";4
"G";"4623";"Ci. di animali vivi";"Commercio all'ingrosso di animali vivi";4
"G";"4624";"Ci. di pelli e cuoio";"Commercio all'ingrosso di pelli e cuoio";4
"G";"4631";"Ci. di frutta e ortaggi";"Commercio all'ingrosso di frutta e ortaggi";4
"G";"4632";"Ci. di carni e di prod. a base di carne";"Commercio all'ingrosso di carni e di prodotti a base di carne";4
"G";"4633";"Ci. di prod. lattiero-caseari, uova, oli";"Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili";4
"G";"4634";"Ci. di bevande";"Commercio all'ingrosso di bevande";4
"G";"4635";"Ci. di prodotti del tabacco";"Commercio all'ingrosso di prodotti del tabacco";4
"G";"4636";"Ci. di zucchero, cioccolato e dolciumi";"Commercio all'ingrosso di zucchero, cioccolato e dolciumi";4
"G";"4637";"Ci. di cafè, tè, cacao e spezie";"Commercio all'ingrosso di caffè, tè, cacao e spezie";4
"G";"4638";"Ci. di altri prod. alim., inclusi pesci";"Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi";4
"G";"4639";"Ci. non spec. di prod. alim., bevande";"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco";4
"G";"4641";"Ci. di prodotti tessili";"Commercio all'ingrosso di prodotti tessili";4
"G";"4642";"Ci. di abb. e di calzature";"Commercio all'ingrosso di abbigliamento e di calzature";4
"G";"4643";"Ci. di elettrodomestici";"Commercio all'ingrosso di elettrodomestici";4
"G";"4644";"Ci. di art. di porcellana e di vetro";"Commercio all'ingrosso di articoli di porcellana e di vetro e di prodotti per la pulizia";4
"G";"4645";"Ci. di profumi e cosmetici";"Commercio all'ingrosso di profumi e cosmetici";4
"G";"4646";"Ci. di prod. farmaceutici";"Commercio all'ingrosso di prodotti farmaceutici";4
"G";"4647";"Ci. di mobili, tappeti";"Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione";4
"G";"4648";"Ci. di orologi e gioielleria";"Commercio all'ingrosso di orologi e gioielleria";4
"G";"4649";"Ci. di altri beni di consumo";"Commercio all'ingrosso di altri beni di consumo";4
"G";"4651";"Ci. di computer, app. inf. periferiche";"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software";4
"G";"4652";"Ci. di app. el. e per telecomunicazioni";"Commercio all'ingrosso di apparecchiature elettroniche e per telecomunicazioni e di loro componenti";4
"G";"4661";"Ci. di macch., attrezz. forniture agr.";"Commercio all'ingrosso di macchinari, attrezzature forniture agricole";4
"G";"4662";"Ci. di macchine utensili";"Commercio all'ingrosso di macchine utensili";4
"G";"4663";"Ci. di macch. per l'estr., l'edilizia";"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile";4
"G";"4664";"Ci. di macch. per l'industria tessile";"Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria";4
"G";"4665";"Ci. di mobili per ufficio";"Commercio all'ingrosso di mobili per ufficio";4
"G";"4666";"Ci. di a. macch., attrezz. per ufficio";"Commercio all'ingrosso di altri macchinari e attrezzature per ufficio";4
"G";"4669";"Ci. di altri macch. e attrezzature";"Commercio all'ingrosso di altri macchinari e attrezzature";4
"G";"4671";"Ci. di combustibili solidi, liquidi";"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati";4
"G";"4672";"Ci. di met. e di min. metalliferi";"Commercio all'ingrosso di metalli e di minerali metalliferi";4
"G";"4673";"Ci. di legname, mat. da costruzione";"Commercio all'ingrosso di legname, materiali da costruzione e apparecchi igienico-sanitari";4
"G";"4674";"Ci. di ferramenta, di apparecchi";"Commercio all'ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento";4
"G";"4675";"Ci. di prod. chimici";"Commercio all'ingrosso di prodotti chimici";4
"G";"4676";"Ci. di altri prod. intermedi";"Commercio all'ingrosso di altri prodotti intermedi";4
"G";"4677";"Ci. di rottami e cascami";"Commercio all'ingrosso di rottami e cascami";4
"G";"4690";"Ci. non specializzato";"Commercio all'ingrosso non specializzato";4
"G";"4711";"Cd. in esercizi non specializzati";"Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari, bevande o tabacco";4
"G";"4719";"Cd. in altri esercizi non specializzati";"Commercio al dettaglio in altri esercizi non specializzati";4
"G";"4721";"Cd. di frutta e verdura";"Commercio al dettaglio di frutta e verdura in esercizi specializzati";4
"G";"4722";"Cd. di carni e di prod. a base di carne";"Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati";4
"G";"4723";"Cd. di pesci, crostacei e molluschi";"Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati";4
"G";"4724";"Cd. di pane, pasticceria e dolciumi";"Commercio al dettaglio di pane, pasticceria e dolciumi in esercizi
specializzati";4
"G";"4725";"Cd. di bevande in esercizi specializzati";"Commercio al dettaglio di bevande in esercizi specializzati";4
"G";"4726";"Cd. di prod. del tabacco";"Commercio al dettaglio di prodotti del tabacco in esercizi specializzati";4
"G";"4729";"Cd. di a. prod. alim. in esercizi spec.";"Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati";4
"G";"4730";"Cd. di carburante per autotrazione";"Commercio al dettaglio di carburante per autotrazione in esercizi specializzati";4
"G";"4741";"Cd. di computer, unità periferiche";"Commercio al dettaglio di computer, unità periferiche e software in esercizi specializzati";4
"G";"4742";"Cd. di app. per le telecomunicazioni";"Commercio al dettaglio di apparecchiature per le telecomunicazioni in esercizi specializzati";4
"G";"4743";"Cd. di app. audio e video";"Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati";4
"G";"4751";"Cd. di prodotti tess. in esercizi spec.";"Commercio al dettaglio di prodotti tessili in esercizi specializzati";4
"G";"4752";"Cd. di ferramenta, vernici e vetro";"Commercio al dettaglio di ferramenta, vernici e vetro in esercizi specializzati";4
"G";"4753";"Cd. di tappeti, scendiletto";"Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti in esercizi specializzati";4
"G";"4754";"Cd. di elettrodomestici";"Commercio al dettaglio di elettrodomestici in esercizi specializzati";4
"G";"4759";"Cd. di mobili, di art. per l'illum.";"Commercio al dettaglio di mobili, di articoli per l'illuminazione e altri articoli per la casa in esercizi specializzati";4
"G";"4761";"Cd. di libri in esercizi specializzati";"Commercio al dettaglio di libri in esercizi specializzati";4
"G";"4762";"Cd. di giornali e art. di cartoleria";"Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati";4
"G";"4763";"Cd. di registrazioni musicali";"Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati";4
"G";"4764";"Cd. di articoli sportivi";"Commercio al dettaglio di articoli sportivi in esercizi specializzati";4
"G";"4765";"Cd. di giochi e giocattoli";"Commercio al dettaglio di giochi e giocattoli in esercizi specializzati";4
"G";"4771";"Cd. di art. di abb. in esercizi spec.";"Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati";4
"G";"4772";"Cd. di calzature e art. in pelle";"Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati";4
"G";"4773";"Cd. di medicinali in esercizi spec.";"Commercio al dettaglio di medicinali in esercizi specializzati";4
"G";"4774";"Cd. di art. med. e ortopedici";"Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati";4
"G";"4775";"Cd. di cosm. e di art. di profumeria";"Commercio al dettaglio di cosmetici e di articoli di profumeria in esercizi specializzati";4
"G";"4776";"Cd. di fiori, piante, semi, fetilizzanti";"Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati";4
"G";"4777";"Cd. di orologi e art. di gioielleria";"Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati";4
"G";"4778";"Cd. di altri prodotti";"Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati";4
"G";"4779";"Cd. di art. di seconda mano";"Commercio al dettaglio di articoli di seconda mano";4
"G";"4781";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di prodotti alimentari, bevande e tabacco";4
"G";"4782";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di prodotti tessili, abbigliamento e calzature";4
"G";"4789";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di altri prodotti";4
"G";"4791";"Cd. per corrisp. o attraverso Internet";"Commercio al dettaglio per corrispondenza o attraverso Internet";4
"G";"4799";"Altri tipi di cd. al di fuori dei negozi";"Altri tipi di commercio al dettaglio al di fuori dei negozi, delle bancarelle e dei mercati";4
"H";"4910";"Trasp. ferroviario di passeggeri";"Trasporto ferroviario di passeggeri (interurbano)";4
"H";"4920";"Trasp. ferroviairo di merci";"Trasporto ferroviario di merci";4
"H";"4931";"Trasp. terrestre di pass. in aree urbane";"Trasporto terrestre di passeggeri in aree urbane e suburbane";4
"H";"4932";"Trasporto con taxi";"Trasporto con taxi";4
"H";"4939";"Altri trasp. terrestri di pass. nca";"Altri trasporti terrestri di passeggeri n.c.a.";4
"H";"4941";"Trasp. di merci su strada";"Trasporto di merci su strada";4
"H";"4942";"Servizi di trasloco";"Servizi di trasloco";4
"H";"4950";"Trasp. mediante condotte";"Trasporto mediante condotte";4
"H";"5010";"Trasp. marittimo e costiero di pass.";"Trasporto marittimo e costiero di passeggeri";4
"H";"5020";"Trasp. marittimo e costiero di merci";"Trasporto marittimo e costiero di merci";4
"H";"5030";"Trasp. di pass. per vie d'acqua interne";"Trasporto di passeggeri per vie d'acqua interne";4
"H";"5040";"Trasp. di merci per vie d'acqua interne";"Trasporto di merci per vie d'acqua interne";4
"H";"5110";"Trasp. aereo di passeggeri";"Trasporto aereo di passeggeri";4
"H";"5121";"Trasp. aereo di merci";"Trasporto aereo di merci";4
"H";"5122";"Trasp. spaziale";"Trasporto spaziale";4
"H";"5210";"Magazzinaggio e custodia";"Magazzinaggio e custodia";4
"H";"5221";"Att. dei serv. conn. al trasp. terrestre";"Attività dei servizi connessi al trasporto terrestre";4
"H";"5222";"Att. dei serv. conn. al trasp. marittimo";"Attività dei servizi connessi al trasporto marittimo e per vie d'acqua";4
"H";"5223";"Att. dei serv. conn. al trasp. aereo";"Attività dei servizi connessi al trasporto aereo";4
"H";"5224";"Movimentazione merci";"Movimentazione merci";4
"H";"5229";"A. att. di supporto connesse ai trasp.";"Altre attività di supporto connesse ai trasporti";4
"H";"5310";"Att. postali con obbligo di serv. univ.";"Attività postali con obbligo di servizio universale";4
"H";"5320";"Altre att. postali e di corriere";"Altre attività postali e di corriere";4
"I";"5510";"Alberghi e alloggio simili";"Alberghi e alloggio simili";4
"I";"5520";"Alloggi per vacanze per brevi soggiorni";"Alloggi per vacanze e altre strutture per brevi soggiorni";4
"I";"5530";"Aree di camp. e aree attrezz. per camper";"Aree di campeggio e aree attrezzate per camper e roulotte";4
"I";"5590";"Altri alloggi";"Altri alloggi";4
"I";"5610";"Rist. e att. di ristorazione mobile";"Ristoranti e attività di ristorazione mobile";4
"I";"5621";"Catering per eventi";"Catering per eventi";4
"I";"5629";"Altri servizi di ristorazione";"Altri servizi di ristorazione";4
"I";"5630";"Somministrazione di bevande";"Somministrazione di bevande";4
"J";"5811";"Edizione di libri";"Edizione di libri";4
"J";"5812";"Pubbl. di elenchi e mailing list";"Pubblicazione di elenchi e mailing list";4
"J";"5813";"Edizione di quotidiani";"Edizione di quotidiani";4
"J";"5814";"Edizione di riviste e periodici";"Edizione di riviste e periodici";4
"J";"5819";"Altre att. editoriali";"Altre attività editoriali";4
"J";"5821";"Ed. di giochi per computer";"Edizione di giochi per computer";4
"J";"5829";"Edizione di altri software";"Edizione di altri software";4
"J";"5911";"Att. di prod. cinematografica";"Attività di produzione cinematografica, di video e di programmi televisivi";4
"J";"5912";"Att. di postprod. cinematografica";"Attività di postproduzione cinematografica, di video e di programmi televisivi";4
"J";"5913";"Att. di distr. cinematografica";"Attività di distribuzione cinematografica, di video e di programmi televisivi";4
"J";"5914";"Att. di proiezione cinematografica";"Attività di proiezione cinematografica";4
"J";"5920";"Att. di reg. sonora e dell'edit. mus.";"Attività di registrazione sonora e dell'editoria musicale";4
"J";"6010";"Trasmissioni radiofoniche";"Trasmissioni radiofoniche";4
"J";"6020";"Att. di progr. e trasm. televisive";"Attività di programmazione e trasmissione televisive";4
"J";"6110";"Telecomunicazioni fisse";"Telecomunicazioni fisse";4
"J";"6120";"Telecomunicazioni mobili";"Telecomunicazioni mobili";4
"J";"6130";"Telecomunicazioni satellitari";"Telecomunicazioni satellitari";4
"J";"6190";"Altre att. di telecomunicazione";"Altre attività di telecomunicazione";4
"J";"6201";"Att. di progr. informatica";"Attività di programmazione informatica";4
"J";"6202";"Att. di consulenza informatica";"Attività di consulenza informatica";4
"J";"6203";"Gestione di strutt. informatizzate";"Gestione di strutture informatizzate";4
"J";"6209";"A. att. d. serv. conn. a. tecn. d. info.";"Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica";4
"J";"6311";"Elab. dei dati, hosting e att. connesse";"Elaborazione dei dati, hosting e attività connesse";4
"J";"6312";"Portali web";"Portali web";4
"J";"6391";"Att. delle agenzie di stampa";"Attività delle agenzie di stampa";4
"J";"6399";"Altre att. dei servizi di info. nca";"Altre attività dei servizi d'informazione n.c.a.";4
"K";"6411";"Att. delle banche centrali";"Attività delle banche centrali";4
"K";"6419";"Altre intermed. monetarie";"Altre intermediazioni monetarie";4
"K";"6420";"Att. delle società di partecipazione";"Attività delle società di partecipazione (holding)";4
"K";"6430";"Trust, fondi e anlaloghi enti finanziari";"Trust (Società fiduciarie), fondi e analoghi enti finanziari";4
"K";"6491";"Leasing finanziario";"Leasing finanziario";4
"K";"6492";"Altre attività creditizie";"Altre attività creditizie";4
"K";"6499";"Altre prestazioni di servizi fin.";"Altre prestazioni di servizi finanziari (ad esclusione di assicurazioni e fondi pensione) n.c.a.";4
"K";"6511";"Assicurazioni sulla vita";"Assicurazioni sulla vita";4
"K";"6512";"Assic. diverse. da quelle sulla vita";"Assicurazioni diverse da quelle sulla vita";4
"K";"6520";"Riassicurazioni";"Riassicurazioni";4
"K";"6530";"Fondi pensione";"Fondi pensione";4
"K";"6611";"Amm. di mercati finanziari";"Amministrazione di mercati finanziari";4
"K";"6612";"Att. di neg. di contrat. relat. a titoli";"Attività di negoziazione di contratti relativi a titoli e merci";4
"K";"6619";"Altre att. aus. dei serv. finanziari";"Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)";4
"K";"6621";"Valutazione dei rischi e dei danni";"Valutazione dei rischi e dei danni";4
"K";"6622";"Att. di agenti e intermediari d. assic.";"Attività di agenti e intermediari delle assicurazioni";4
"K";"6629";"Altre att. aus. delle assicurazioni";"Altre attività ausiliarie delle assicurazioni e dei fondi pensione";4
"K";"6630";"Att. di gestione di fondi";"Attività di gestione di fondi";4
"L";"6810";"Compravendita di beni imm.";"Compravendita di beni immobili effettuata su beni propri";4
"L";"6820";"Affitto e gest. di beni imm. propri";"Affitto e gestione di beni immobili propri o in locazione";4
"L";"6831";"Agenzie di mediazione imm.";"Agenzie di mediazione immobiliare";4
"L";"6832";"Gestione di immobili per conto terzi";"Gestione di immobili per conto terzi";4
"M";"6910";"Attività degli studi legali";"Attività degli studi legali";4
"M";"6920";"Contabilità, contr. e rev. contabile";"Contabilità, controllo e revisione contabile, consulenza in materia
fiscale";4
"M";"7010";"Attività di sedi centrali";"Attività di sedi centrali";4
"M";"7021";"Pubbliche relazioni e comunicazione";"Pubbliche relazioni e comunicazione";4
"M";"7022";"A. att. di consulenza amm.-gestionale";"Altre attività di consulenza amministrativo-gestionale";4
"M";"7111";"Att. degli studi di architettura";"Attività degli studi di architettura";4
"M";"7112";"Att. d. studi d'ing. ed a. studi tecnici";"Attività degli studi d'ingegneria ed altri studi tecnici";4
"M";"7120";"Collaudi e analisi tecniche";"Collaudi e analisi tecniche";4
"M";"7211";"R-S sperim. nel set. della biotecnologia";"Ricerca e sviluppo sperimentale nel settore della biotecnologia";4
"M";"7219";"A. R-S sperim. nel campo d. scienze nat.";"Altre ricerche e sviluppi sperimentali nel campo delle scienze naturali e dell'ingegneria";4
"M";"7220";"R-S sperim. nel campo d. scienze soc.";"Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche";4
"M";"7311";"Agenzie pubblicitarie";"Agenzie pubblicitarie";4
"M";"7312";"Att. d. concessionarie pubblicitarie";"Attività delle concessionarie pubblicitarie";4
"M";"7320";"Ricerche di mercato, sond. di opinione";"Ricerche di mercato e sondaggi di opinione";4
"M";"7410";"Attività di design specializzate";"Attività di design specializzate";4
"M";"7420";"Attività fotografiche";"Attività fotografiche";4
"M";"7430";"Traduzioni e interpretariato";"Traduzioni e interpretariato";4
"M";"7490";"A. att. prof., scientifiche e tecn. nca";"Altre attività professionali, scientifiche e tecniche n.c.a.";4
"M";"7500";"Servizi veterinari";"Servizi veterinari";4
"N";"7711";"Nol. e leasing di automobili e autov.";"Noleggio e leasing di automobili e autoveicoli leggeri";4
"N";"7712";"Noleggio e leasing di autocarri";"Noleggio e leasing di autocarri";4
"N";"7721";"Noleggio e leasing di art. sportivi";"Noleggio e leasing di articoli sportivi e per il tempo libero";4
"N";"7722";"Noleggio di videocassette e dischi";"Noleggio di videocassette e dischi";4
"N";"7729";"Nol. e leasing di a. beni per uso pers.";"Noleggio e leasing di altri beni per uso personale e per la casa";4
"N";"7731";"Nol. e leasing di macch. e attrezz. agr.";"Noleggio e leasing di macchine e attrezzature agricole";4
"N";"7732";"Noleggio e leasing di macchine";"Noleggio e leasing di macchine e attrezzature per lavori edili e di genio civile";4
"N";"7733";"Noleggio e leasing di macchine";"Noleggio e leasing di macchine e attrezzature per ufficio (inclusi i computer)";4
"N";"7734";"Nol., leasing di mezzi di trasp. maritt.";"Noleggio e leasing di mezzi di trasporto marittimi e fluviali";4
"N";"7735";"Nol. e leasing di mezzi di trasp. aerei";"Noleggio e leasing di mezzi di trasporto aerei";4
"N";"7739";"Nol. e leasing di altre macchine";"Noleggio e leasing di altre macchine, attrezzature e beni materiali n.c.a.";4
"N";"7740";"Leasing di prod. di proprietà intellet.";"Leasing di prodotti di proprietà intellettuale e simili, ad eccezione delle opere soggette a diritto d'autore";4
"N";"7810";"Att. di agenzie di collocamento";"Attività di agenzie di collocamento";4
"N";"7820";"Att. di agenzie di lav. interinale";"Attività di agenzie di lavoro interinale";4
"N";"7830";"Altre att. di fornitura di risorse umane";"Altre attività di fornitura di risorse umane";4
"N";"7911";"Att. delle agenzie di viaggio";"Attività delle agenzie di viaggio";4
"N";"7912";"Att. dei tour operator";"Attività dei tour operator";4
"N";"7990";"A. serv. di prenotazione e att. conn.";"Altri servizi di prenotazione e attività connesse";4
"N";"8010";"Servizi di vigilanza privata";"Servizi di vigilanza privata";4
"N";"8020";"Att. d. serv. conn. ai sistemi di vigil.";"Attività dei servizi connessi ai sistemi di vigilanza";4
"N";"8030";"Servizi investigativi";"Servizi investigativi";4
"N";"8110";"Serv. di assistenza integrata agli edif.";"Servizi di assistenza integrata agli edifici";4
"N";"8121";"Att. di pulizia generale di edifici";"Attività di pulizia generale di edifici";4
"N";"8122";"A. att. di pulizia ind. e di edifici";"Altre attività di pulizia industriale e di edifici";4
"N";"8129";"Altre attività di pulizia";"Altre attività di pulizia";4
"N";"8130";"Att. di sistemazione del paesaggio";"Attività di sistemazione del paesaggio";4
"N";"8211";"Servizi amm. integrati";"Servizi amministrativi integrati";4
"N";"8219";"Serv. di fotocopiatura, prep. di doc.";"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio";4
"N";"8220";"Attività dei call center";"Attività dei call center";4
"N";"8230";"Organ. di convegni e fiere";"Organizzazione di convegni e fiere";4
"N";"8291";"Att. di agenzie di recupero crediti";"Attività di agenzie di recupero crediti";4
"N";"8292";"Attività di imballaggio";"Attività di imballaggio";4
"N";"8299";"A. serv. di supporto alle imprese nca";"Altri servizi di supporto alle imprese n.c.a.";4
"O";"8411";"Att. gen. di amministrazione pubblica";"Attività generali di amministrazione pubblica";4
"O";"8412";"Amm. pubbl. d. sanità, d. istr. d. cult.";"Amministrazione pubblica della sanità, dell'istruzione, della cultura e dei servizi sociali, esclusa l'assicurazione sociale obbligatoria";4
"O";"8413";"Amm. pubbl. riv. a. regol. d. att. econ.";"Amministrazione pubblica rivolta alla regolamentazione delle attività economiche";4
"O";"8421";"Affari esteri";"Affari esteri";4
"O";"8422";"Difesa nazionale";"Difesa nazionale";4
"O";"8423";"Giustizia e attività giudiziarie";"Giustizia e attività giudiziarie";4
"O";"8424";"Ordine pubbl. e sicurezza nazionale";"Ordine pubblico e sicurezza nazionale";4
"O";"8425";"Attività dei vigili del fuoco";"Attività dei vigili del fuoco";4
"O";"8430";"Assic. sociale obbligatoria";"Assicurazione sociale obbligatoria";4
"P";"8510";"Istruzione prescolastica";"Istruzione prescolastica";4
"P";"8520";"Istruzione primaria";"Istruzione primaria";4
"P";"8531";"Istr. secondaria di formazione generale";"Istruzione secondaria di formazione generale";4
"P";"8532";"Istruzione sec. tecnica e professionale";"Istruzione secondaria tecnica e professionale";4
"P";"8541";"Istruzione superiore non universitaria";"Istruzione superiore non universitaria";4
"P";"8542";"Istruzione universitaria";"Istruzione universitaria";4
"P";"8551";"Corsi sportivi e ricreativi";"Corsi sportivi e ricreativi";4
"P";"8552";"Formazione culturale";"Formazione culturale";4
"P";"8553";"Attività di scuole guida";"Attività di scuole guida";4
"P";"8559";"Altri serv. d'istruzione nca";"Altri servizi di istruzione n.c.a.";4
"P";"8560";"Serv. di supporto all'istruzione";"Servizi di supporto all'istruzione";4
"Q";"8610";"Servizi ospedalieri";"Servizi ospedalieri";4
"Q";"8621";"Serv. d. ambulatori di medicina gen.";"Servizi degli ambulatori di medicina generale";4
"Q";"8622";"Serv. degli studi medici specialistici";"Servizi degli studi medici specialistici";4
"Q";"8623";"Serv. degli studi odontoiatrici";"Servizi degli studi odontoiatrici";4
"Q";"8690";"Altri serv. di assistenza sanitaria";"Altri servizi di assistenza sanitaria";4
"Q";"8710";"Att. di assist. infermieristica resid.";"Attività di assistenza infermieristica residenziale";4
"Q";"8720";"Serv. di assist. resid. per rit. mentali";"Servizi di assistenza residenziale per ritardi mentali, disturbi mentali e abuso di sostanze stupefacenti";4
"Q";"8730";"Serv. di assist. resid. per anziani";"Servizi di assistenza residenziale per anziani e disabili";4
"Q";"8790";"Altre att. di assist. residenziale";"Altre attività di assistenza residenziale";4
"Q";"8810";"Assist. soc. non resid. per anziani";"Assistenza sociale non residenziale per anziani e disabili";4
"Q";"8891";"Assist. per bambini in età prescolare";"Assistenza per bambini in età prescolare";4
"Q";"8899";"A. att. di assist. soc. non resid. nca";"Altre attività di assistenza sociale non residenziale n.c.a.";4
"R";"9001";"Rappresentazioni artistiche";"Rappresentazioni artistiche";4
"R";"9002";"Att. di supporto a. rappresent. artist.";"Attività di supporto alle rappresentazioni artistiche";4
"R";"9003";"Creazioni artistiche";"Creazioni artistiche";4
"R";"9004";"Gest. di strutture artistiche";"Gestione di strutture artistiche";4
"R";"9101";"Att. di biblioteche e archivi";"Attività di biblioteche e archivi";4
"R";"9102";"Attività dei musei";"Attività dei musei";4
"R";"9103";"Gest. di luoghi e monumenti storici";"Gestione di luoghi e monumenti storici e simili attrazioni turistiche";4
"R";"9104";"Att. degli orti botanici";"Attività degli orti botanici, dei giardini zoologici e dei parchi naturali";4
"R";"9200";"Att. riguardanti scommesse";"Attività riguardanti scommesse e case da gioco";4
"R";"9311";"Gest. d'impianti sportivi";"Gestione di impianti sportivi";4
"R";"9312";"Att. di club sportivi";"Attività di club sportivi";4
"R";"9313";"Palestre";"Palestre";4
"R";"9319";"Altre att. sportive";"Altre attività sportive";4
"R";"9321";"Att. dei parchi di divertimento";"Attività dei parchi di divertimento e dei parchi tematici";4
"R";"9329";"Altre att. di intrattenimento";"Altre attività di intrattenimento e di divertimento";4
"S";"9411";"Att. di organ. economiche";"Attività di organizzazioni economiche e di datori di lavoro";4
"S";"9412";"Att. di organ. associative professionali";"Attività di organizzazioni associative professionali";4
"S";"9420";"Attività dei sindacati";"Attività dei sindacati";4
