"sezioni";"codici";"titoli_corti";"titoli";"l"
"C";"321300";"F. di bigiotteria e art. simili";"Fabbricazione di bigiotteria e articoli simili";6
"C";"322000";"F. di strumenti musicali";"Fabbricazione di strumenti musicali";6
"C";"323000";"F. di articoli sportivi";"Fabbricazione di articoli sportivi";6
"C";"324000";"F. di giochi e giocattoli";"Fabbricazione di giochi e giocattoli";6
"C";"325001";"F. di strum. e forniture med. e dentist.";"Fabbricazione di strumenti e forniture mediche e dentistiche";6
"C";"325002";"F. di protesi ortopediche";"Fabbricazione di protesi ortopediche, altre protesi ed ausili";6
"C";"325003";"Att. di meccanici-dentisti";"Attività di meccanici-dentisti";6
"C";"325004";"F. di occhiali";"Fabbricazione di occhiali";6
"C";"329100";"F. di scope e spazzole";"Fabbricazione di scope e spazzole";6
"C";"329900";"Altre ind. manifatturiere nca";"Altre industrie manifatturiere n.c.a.";6
"C";"331100";"Ripar. di prod. in metallo";"Riparazione di prodotti in metallo";6
"C";"331200";"Ripar. di macchinari";"Riparazione di macchinari";6
"C";"331300";"Ripar. di app. elettroniche ed ottiche";"Riparazione di apparecchiature elettroniche ed ottiche";6
"C";"331400";"Ripar. di app. elettriche";"Riparazione di apparecchiature elettriche";6
"C";"331500";"Ripar. e man. di navi e imbarcazioni";"Riparazione e manutenzione di navi e imbarcazioni";6
"C";"331600";"Ripar. e manutenzione di aeromobili";"Riparazione e manutenzione di aeromobili e veicoli spaziali";6
"C";"331700";"Ripar. e man. di altri mezzi di trasp.";"Riparazione e manutenzione di altri mezzi di trasporto";6
"C";"331900";"Ripar. di altre apparecchiature";"Riparazione di altre apparecchiature";6
"C";"332000";"Inst. di macch. ed app. industriali";"Installazione di macchine ed apparecchiature industriali";6
"D";"351100";"Prod. di energia elettrica";"Produzione di energia elettrica";6
"D";"351200";"Trasmissione di energia elettrica";"Trasmissione di energia elettrica";6
"D";"351300";"Distr. di energia elettrica";"Distribuzione di energia elettrica";6
"D";"351400";"Comm. di energia elettrica";"Commercio di energia elettrica";6
"D";"352100";"Produzione di gas";"Produzione di gas";6
"D";"352200";"Distr. di combustibili gassosi";"Distribuzione di combustibili gassosi mediante condotte";6
"D";"352300";"Comm. di gas distribuito mediante cond.";"Commercio di gas distribuito mediante condotte";6
"D";"353000";"Fornitura di vapore e aria condizionata";"Fornitura di vapore e aria condizionata";6
"E";"360000";"Raccolta, tratt. e fornitura di acqua";"Raccolta, trattamento e fornitura di acqua";6
"E";"370000";"Gestione delle reti fognarie";"Gestione delle reti fognarie";6
"E";"381100";"Racc. di rifiuti non pericolosi";"Raccolta di rifiuti non pericolosi";6
"E";"381200";"Racc. di rifiuti pericolosi";"Raccolta di rifiuti pericolosi";6
"E";"382100";"Tratt. e smalt. di rifiuti non pericol.";"Trattamento e smaltimento di rifiuti non pericolosi";6
"E";"382200";"Tratt. e smalt. di rifiuti pericolosi";"Trattamento e smaltimento di rifiuti pericolosi";6
"E";"383100";"Demolizione di carcasse";"Demolizione di carcasse";6
"E";"383200";"Rec. dei materiali selezionati";"Recupero dei materiali selezionati";6
"E";"390000";"Att. di risanamento";"Attività di risanamento e altri servizi di gestione dei rifiuti";6
"F";"411000";"Sviluppo di progetti imm.";"Sviluppo di progetti immobiliari";6
"F";"412001";"Costruzione generale di edifici";"Costruzione generale di edifici";6
"F";"412002";"Att. delle imprese generali di costr.";"Attività delle imprese generali di costruzione";6
"F";"412003";"Costr. edili e di genio civile s.p.";"Costruzioni edili e di genio civile senza predominanza";6
"F";"412004";"Manutenzione e ripar. di costr. edili";"Manutenzione e riparazione di costruzioni edili";6
"F";"421100";"Costr. di strade e autostrade";"Costruzione di strade e autostrade";6
"F";"421200";"Costr. di linee ferrov. e metropolitane";"Costruzione di linee ferroviarie e metropolitane";6
"F";"421300";"Costr. di ponti e gallerie";"Costruzione di ponti e gallerie";6
"F";"422100";"Costr. di infra. per il trasp. di fluidi";"Costruzione di infrastrutture per il trasporto di fluidi";6
"F";"422200";"Costr. di infra. per l'energia elettrica";"Costruzione di infrastrutture per l'energia elettrica e le telecomunicazioni";6
"F";"429100";"Costr. di opere idrauliche";"Costruzione di opere idrauliche";6
"F";"429900";"Costr. di a. opere di ing. civile nca";"Costruzione di altre opere di ingegneria civile n.c.a.";6
"F";"431100";"Demolizione";"Demolizione";6
"F";"431200";"Prep. del cantiere edile";"Preparazione del cantiere edile";6
"F";"431300";"Trivellazioni e perforazioni";"Trivellazioni e perforazioni";6
"F";"432100";"Inst. d'impianti elettrici";"Installazione di impianti elettrici";6
"F";"432201";"Inst. d'impianti sanitari";"Installazione di impianti sanitari";6
"F";"432202";"Inst. d'impianti sanitari, di lattoneria";"Installazione di impianti sanitari e di lattoneria";6
"F";"432203";"Inst. d'impianti sanitari e di riscal.";"Installazione di impianti sanitari e di riscaldamento";6
"F";"432204";"Inst. d'impianti di riscaldamento";"Installazione di impianti di riscaldamento, d'aerazione e di condizionamento dell'aria";6
"F";"432901";"Lavori d'isolamento termico, acustico";"Lavori d'isolamento termico, acustico e antivibrazioni";6
"F";"432902";"Altri lavori di costruzione e inst.";"Altri lavori di costruzione e installazione";6
"F";"433100";"Intonacatura";"Intonacatura";6
"F";"433200";"Posa in opere d'infissi";"Posa in opera di infissi";6
"F";"433301";"Rivestimento di pavimenti";"Rivestimento di pavimenti";6
"F";"433302";"Posa di piastrelle";"Posa di piastrelle";6
"F";"433303";"Posa di carta da parati";"Posa di carta da parati";6
"F";"433401";"Pittura";"Pittura";6
"F";"433402";"Pittura e stuccatura s.p.";"Pittura e stuccatura senza predominanza";6
"F";"433403";"Posa in opera di vetrate";"Posa in opera di vetrate";6
"F";"433900";"A. lav. di complet. e di finit. d. edif.";"Altri lavori di completamento e di finitura degli edifici";6
"F";"439101";"Costr. in legno (carpenteria)";"Costruzione in legno (carpenteria)";6
"F";"439102";"Copertura di tetti";"Copertura di tetti";6
"F";"439103";"Lavori di lattoneria";"Lavori di lattoneria";6
"F";"439901";"Lav. di impermeabilizzazione";"Lavori di impermeabilizzazione";6
"F";"439902";"Mont. e smontaggio di ponteggi";"Montaggio e smontaggio di ponteggi";6
"F";"439903";"Lavori di muratura";"Lavori di muratura";6
"F";"439904";"Nol. di macch. per la costr. con oper.";"Noleggio di macchinari per la costruzione con operatore";6
"F";"439905";"Altri lav. speciali di costruzione nca";"Altri lavori speciali di costruzione n.c.a.";6
"G";"451101";"Ic. e ci. di autov. leggeri (<3,5 t)";"Intermediari del commercio e commercio all'ingrosso di autovetture e di autoveicoli leggeri (< 3,5 t)";6
"G";"451102";"Cd. di autov. leggeri (<3,5 t)";"Commercio al dettaglio di autovetture e di autoveicoli leggeri (< 3,5 t)";6
"G";"451901";"Ic. e ci. di altri autoveicoli (>3,5 t)";"Intermediari del commercio e commercio all'ingrosso di altri autoveicoli (> 3,5 t)";6
"G";"451902";"Cd. di altri autoveicoli (>3,5 t)";"Commercio al dettaglio di altri autoveicoli (> 3,5 t)";6
"G";"452001";"Man. e riparazione di autoveicoli";"Manutenzione e riparazione di autoveicoli";6
"G";"452002";"Rip. e verniciatura delle carrozzerie";"Riparazione e verniciatura delle carrozzerie";6
"G";"453100";"Ci. di parti e acc. di autoveicoli";"Commercio all'ingrosso di parti e accessori di autoveicoli";6
"G";"453200";"Cd. di parti e acc. di autoveicoli";"Commercio al dettaglio di parti e accessori di autoveicoli";6
"G";"454000";"Comm., man. e ripar. di motocicli";"Commercio, manutenzione e riparazione di motocicli e relativi parti ed accessori";6
"G";"461100";"Ic. di mat. prime agr., di anim. vivi";"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati";6
"G";"461200";"Ic. di combustibili, min. metalli";"Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici";6
"G";"461300";"Ic. di legname e mat. da costruzione";"Intermediari del commercio di legname e materiali da costruzione";6
"G";"461400";"Ic. di macchinari, impianti industriali";"Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili";6
"G";"461500";"Ic. di mobili, art. per la casa";"Intermediari del commercio di mobili, articoli per la casa e ferramenta";6
"G";"461600";"Ic. di prod. tess., abb., calzature";"Intermediari del commercio di prodotti tessili, abbigliamento, calzature e articoli in pelle";6
"G";"461700";"Ic. di prod. alim., bevande e tabacco";"Intermediari del commercio di prodotti alimentari, bevande e tabacco";6
"G";"461800";"Intermediari spec. nel comm. di a. prod.";"Intermediari specializzati nel comercio di altri prodotti particolari";6
"G";"461900";"Ic. di prod. senza prevalenza di alcuno";"Intermediari del commercio di vari prodotti senza prevalenza di alcuno";6
"G";"462100";"Ci. di cereali, tabacco grezzo";"Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame";6
"G";"462200";"Ci. di fiori e piante";"Commercio all'ingrosso di fiori e piante";6
"G";"462300";"Ci. di animali vivi";"Commercio all'ingrosso di animali vivi";6
"G";"462400";"Ci. di pelli e cuoio";"Commercio all'ingrosso di pelli e cuoio";6
"G";"463100";"Ci. di frutta e ortaggi";"Commercio all'ingrosso di frutta e ortaggi";6
"G";"463200";"Ci. di carni e di prod. a base di carne";"Commercio all'ingrosso di carni e di prodotti a base di carne";6
"G";"463300";"Ci. di prod. lattiero-caseari, uova, oli";"Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili";6
"G";"463401";"Ci. di vini e liquori";"Commercio all'ingrosso di vini e liquori";6
"G";"463402";"Ci. di altre bevande";"Commercio all'ingrosso di altre bevande";6
"G";"463500";"Ci. di prodotti del tabacco";"Commercio all'ingrosso di prodotti del tabacco";6
"G";"463600";"Ci. di zucchero, cioccolato e dolciumi";"Commercio all'ingrosso di zucchero, cioccolato e dolciumi";6
"G";"463700";"Ci. di cafè, tè, cacao e spezie";"Commercio all'ingrosso di caffè, tè, cacao e spezie";6
"G";"463800";"Ci. di altri prod. alim., inclusi pesci";"Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi";6
"G";"463900";"Ci. non spec. di prod. alim., bevande";"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco";6
"G";"464100";"Ci. di prodotti tessili";"Commercio all'ingrosso di prodotti tessili";6
"G";"464201";"Ci. di capi di abbigliamento";"Commercio all'ingrosso di capi d'abbigliamento";6
"G";"464202";"Ci. di calzature";"Commercio all'ingrosso di calzature";6
"G";"464301";"Ci. di elettrodomestici";"Commercio all'ingrosso di elettrodomestici";6
"G";"464302";"Ci. di app. radio e televisori";"Commercio all'ingrosso di apparecchi radio e televisori";6
"G";"464303";"Ci. di app. fotografici e cinematograf.";"Commercio all'ingrosso di apparecchi fotografici e cinematografici, strumenti di precisione e ottici";6
"G";"464400";"Ci. di art. di porcellana e di vetro";"Commercio all'ingrosso di articoli di porcellana e di vetro e di prodotti per la pulizia";6
"G";"464500";"Ci. di profumi e cosmetici";"Commercio all'ingrosso di profumi e cosmetici";6
"G";"464601";"Ci. di prod. farmaceutici";"Commercio all'ingrosso di prodotti farmaceutici";6
"G";"464602";"Ci. di art. med., chirurgici, ortopedici";"Commercio all'ingrosso di articoli medicali, chirurgici e ortopedici";6
"G";"464700";"Ci. di mobili, tappeti";"Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione";6
"G";"464801";"Ci. di orologi";"Commercio all'ingrosso di orologi";6
"G";"464802";"Ci. di gioielleria";"Commercio all'ingrosso di gioielleria";6
"G";"464901";"Ci. di art. di cartoleria, libri";"Commercio all'ingrosso di articoli di cartoleria, libri e giornali";6
"G";"464902";"Ci. di giochi e giocattoli";"Commercio all'ingrosso di giochi e giocattoli";6
"G";"464903";"Ci. di articoli sportivi";"Commercio all'ingrosso di articoli sportivi";6
"G";"464904";"Ci. di marocchinerie e art. da viaggio";"Commercio all'ingrosso di marocchinerie e articoli da viaggio";6
"G";"464905";"Ci. di art. da regalo e ogetti ricordo";"Commercio all'ingrosso di articoli da regalo e oggetti ricordo";6
"G";"464906";"Ci. di altri prod. per uso dom. nca";"Commercio all'ingrosso di altri prodotti per uso domestico n.c.a.";6
"G";"465101";"Ci. di computer e app. inf. periferiche";"Commercio all'ingrosso di computer e apparecchiature informatiche periferiche";6
"G";"465102";"Ci. di software";"Commercio all'ingrosso di software";6
"G";"465200";"Ci. di app. el. e per telecomunicazioni";"Commercio all'ingrosso di apparecchiature elettroniche e per telecomunicazioni e di loro componenti";6
"G";"466100";"Ci. di macch., attrezz. forniture agr.";"Commercio all'ingrosso di macchinari, attrezzature forniture agricole";6
"G";"466200";"Ci. di macchine utensili";"Commercio all'ingrosso di macchine utensili";6
"G";"466300";"Ci. di macch. per l'estr., l'edilizia";"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile";6
"G";"466400";"Ci. di macch. per l'industria tessile";"Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria";6
"G";"466500";"Ci. di mobili per ufficio";"Commercio all'ingrosso di mobili per ufficio";6
"G";"466600";"Ci. di a. macch., attrezz. per ufficio";"Commercio all'ingrosso di altri macchinari e attrezzature per ufficio";6
"G";"466900";"Ci. di altri macch. e attrezzature";"Commercio all'ingrosso di altri macchinari e attrezzature";6
"G";"467100";"Ci. di combustibili solidi, liquidi";"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati";6
"G";"467200";"Ci. di met. e di min. metalliferi";"Commercio all'ingrosso di metalli e di minerali metalliferi";6
"G";"467301";"Ci. di legname e di elem. da costr.";"Commercio all'ingrosso di legname e di elementi da costruzione in legno";6
"G";"467302";"Ci. di materiali da costruzione";"Commercio all'ingrosso di materiali da costruzione";6
"G";"467303";"Ci. di vetro piano";"Commercio all'ingrosso di vetro piano, prodotti di verniciaturae articoli igienico-sanitari";6
"G";"467400";"Ci. di ferramenta, di apparecchi";"Commercio all'ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento";6
"G";"467500";"Ci. di prod. chimici";"Commercio all'ingrosso di prodotti chimici";6
"G";"467600";"Ci. di altri prod. intermedi";"Commercio all'ingrosso di altri prodotti intermedi";6
"G";"467701";"Ci. di pezzi separati di automobili";"Commercio all'ingrosso di pezzi separati d'automobili, recupero d'automobili";6
"G";"467702";"Ci. di rottami e cascami";"Commercio all'ingrosso di rottami e cascami";6
"G";"469000";"Ci. non specializzato";"Commercio all'ingrosso non specializzato";6
"G";"471101";"Ipermercati (>2500m2)";"Ipermercati (> 2500 m2)";6
"G";"471102";"Grandi supermercati (1000-2499 m2)";"Grandi supermercati (1000-2499 m2)";6
"G";"471103";"Piccoli supermercati (400-999 m2)";"Piccoli supermercati (400-999 m2)";6
"G";"471104";"Grandi esercizi (100-399 m2)";"Grandi esercizi (100-399 m2)";6
"G";"471105";"Piccoli esercizi (< 100 m2)";"Piccoli esercizi (< 100 m2)";6
"G";"471901";"Grandi magazzini";"Grandi magazzini";6
"G";"471902";"Altro cd. in esercizi non spec. nca";"Altro commercio al dettaglio in esercizi non specializzati n.c.a.";6
"G";"472100";"Cd. di frutta e verdura";"Commercio al dettaglio di frutta e verdura in esercizi specializzati";6
"G";"472200";"Cd. di carni e di prod. a base di carne";"Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati";6
"G";"472300";"Cd. di pesci, crostacei e molluschi";"Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati";6
"G";"472401";"Cd. di pane, pasticceria e dolciumi";"Commercio al dettaglio di pane, pasticceria e dolciumi";6
"G";"472402";"Panetterie e tea room";"Panetterie e tea room";6
"G";"472500";"Cd. di bevande in esercizi specializzati";"Commercio al dettaglio di bevande in esercizi specializzati";6
"G";"472600";"Cd. di prod. del tabacco";"Commercio al dettaglio di prodotti del tabacco in esercizi specializzati";6
"G";"472901";"Cd. di prod. lattiero-caseari e uova";"Commercio al dettaglio di prodotti lattiero-caseari e uova";6
"G";"472902";"A. cd. di prod. alim., bevande nca";"Altro commercio al dettaglio di prodotti alimentari, bevande e tabacco in esercizi specializzati n.c.a.";6
"G";"473000";"Cd. di carburante per autotrazione";"Commercio al dettaglio di carburante per autotrazione in esercizi specializzati";6
"G";"474100";"Cd. di computer, unita periferiche";"Commercio al dettaglio di computer, unità periferiche e software in esercizi specializzati";6
"G";"474200";"Cd. di app. per le telecomunicazioni";"Commercio al dettaglio di apparecchiature per le telecomunicazioni in esercizi specializzati";6
"G";"474300";"Cd. di app. audio e video";"Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati";6
"G";"475100";"Cd. di prodotti tess. in esercizi spec.";"Commercio al dettaglio di prodotti tessili in esercizi specializzati";6
"G";"475201";"Cd. specializzato di ferramenta";"Commercio al dettaglio specializzato di ferramenta";6
"G";"475202";"Cd. di altri art. di ferramenta, colori";"Commercio al dettaglio di altri articoli di ferramenta, colori, vernici, vetro, materiale da costruzione e da bricolage";6
"G";"475300";"Cd. di tappeti, scendiletto";"Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti in esercizi specializzati";6
"G";"475400";"Cd. di elettrodomestici";"Commercio al dettaglio di elettrodomestici in esercizi specializzati";6
"G";"475901";"Cd. di strumenti musicali";"Commercio al dettaglio di strumenti musicali";6
"G";"475902";"Cd. di mobili";"Commercio al dettaglio di mobili";6
"G";"475903";"Cd. d. art. per uso dom. nca";"Commercio al dettaglio di articoli diversi per uso domestico n.c.a.";6
"G";"476100";"Cd. di libri in esercizi specializzati";"Commercio al dettaglio di libri in esercizi specializzati";6
"G";"476201";"Cd. di giornali e periodici; chioschi";"Commercio al dettaglio di giornali e periodici; chioschi";6
"G";"476202";"Cd. di art. di cartoleria";"Commercio al dettaglio di articoli di cartoleria e di forniture per uffici";6
"G";"476300";"Cd. di registrazioni musicali";"Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati";6
"G";"476401";"Cd.di biciclette";"Commercio al dettaglio di biciclette";6
"G";"476402";"Cd. di articoli sportivi";"Commercio al dettaglio di articoli sportivi";6
"G";"476500";"Cd. di giochi e giocattoli";"Commercio al dettaglio di giochi e giocattoli in esercizi specializzati";6
"G";"477101";"Cd. di confezioni per donna";"Commercio al dettaglio di confezioni per donna";6
"G";"477102";"Cd. di confezioni per uomo";"Commercio al dettaglio di confezioni per uomo";6
"G";"477103";"Cd. di conf. per bambini e neonati";"Commercio al dettaglio di confezioni per bambini e neonati";6
"G";"477104";"Cd. di pellicce";"Commercio al dettaglio di pellicce";6
"G";"477105";"Cd. d'acc. di abb., di art. di abb. s.p.";"Commercio al dettaglio di accessori d'abbigliamento e di articoli d'abbigliamento senza predominanza";6
"G";"477201";"Cd. di calzature";"Commercio al dettaglio di calzature";6
"G";"477202";"Cd. di articoli di pelletteria";"Commercio al dettaglio di articoli di pelletteria e da viaggio";6
"G";"477300";"Cd. di medicinali in esercizi spec.";"Commercio al dettaglio di medicinali in esercizi specializzati";6
"G";"477400";"Cd. di art. med. e ortopedici";"Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati";6
"G";"477501";"Drogherie";"Drogherie";6
"G";"477502";"Profumerie e a. cd. di cosm., profumi";"Profumerie e altro commercio al dettaglio di cosmetici, profumi e prodotti per la toeletta";6
"G";"477601";"Cd. di cereali, alimenti per il bestiame";"Commercio al dettaglio di cereali, alimenti per il bestiame e prodotti agricoli";6
"G";"477602";"Cd. di fiori e piante";"Commercio al dettaglio di fiori e piante";6
"G";"477603";"Cd. di anim. dom. e acc. per anim. dom.";"Commercio al dettaglio di animali domestici e accessori per animali domestici";6
"G";"477700";"Cd. di orologi e art. di gioielleria";"Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati";6
"G";"477801";"Cd. di combustibili e carburanti";"Commercio al dettaglio di combustibili e carburanti";6
"G";"477802";"Cd. di occhiali e art. simili";"Commercio al dettaglio di occhiali e articoli simili";6
"G";"477803";"Cd. di art. fotografici";"Commercio al dettaglio di articoli fotografici";6
"G";"477804";"Cd. di art. da regalo e oggetti ricordo";"Commercio al dettaglio di articoli da regalo e oggetti ricordo";6
"G";"477805";"Cd. di oggetti d'arte";"Commercio al dettaglio di oggetti d'arte";6
"G";"477806";"Cd. di altri prod. in esercizi spec. nca";"Commercio al dettaglio di altri prodotti in esercizi specializzati n.c.a.";6
"G";"477901";"Cd. di oggetti d'antiquariato";"Commercio al dettaglio di oggetti di antiquariato";6
"G";"477902";"Cd. di altri art. di seconda mano nca";"Commercio al dettaglio di altri articoli di seconda mano n.c.a. (nei negozi)";6
"G";"478100";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di prodotti alimentari, bevande e tabacco";6
"G";"478200";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di prodotti tessili, abbigliamento e calzature";6
"G";"478900";"Cd. ambulante in bancarelle";"Commercio al dettaglio ambulante in bancarelle e mercati di altri prodotti";6
"G";"479100";"Cd. per corrisp. o attraverso Internet";"Commercio al dettaglio per corrispondenza o attraverso Internet";6
"G";"479900";"Altri tipi di cd. al di fuori dei negozi";"Altri tipi di commercio al dettaglio al di fuori dei negozi, delle bancarelle e dei mercati";6
"H";"491000";"Trasp. ferroviario di passeggeri";"Trasporti ferroviario di passeggeri (interurbano)";6
"H";"492000";"Trasp. ferroviairo di merci";"Trasporto ferroviario di merci";6
"H";"493100";"Trasp. terrestre di pass. in aree urbane";"Trasporto terrestre di passeggeri in aree urbane e suburbane";6
"H";"493200";"Trasporto con taxi";"Trasporto con taxi";6
"H";"493901";"Trasp. terrestri non regolari di pass.";"Trasporti terrestri non regolari di passeggeri";6
"H";"493902";"Trasp. regol. reg. e interurb. d. viag.";"Trasporti regolari regionali e interurbani di viaggiatori";6
"H";"493903";"Trasp. mediante teleferiche";"Trasporti mediante teleferiche, funicolari e sciovie";6
"H";"494100";"Trasp. di merci su strada";"Trasporto di merci su strada";6
"H";"494200";"Servizi di trasloco";"Servizi di trasloco";6
"H";"495000";"Trasp. mediante condotte";"Trasporto mediante condotte";6
"H";"501000";"Trasp. marittimo e costiero di pass.";"Trasporto marittimo e costiero di passeggeri";6
"H";"502000";"Trasp. marittimo e costiero di merci";"Trasporto marittimo e costiero di merci";6
"H";"503000";"Trasp. di pass. per vie d'acqua interne";"Trasporto di passeggeri per vie d'acqua interne";6
"H";"504000";"Trasp. di merci per vie d'acqua interne";"Trasporto di merci per vie d'acqua interne";6
"H";"511000";"Trasp. aereo di passeggeri";"Trasporto aereo di passeggeri";6
"H";"512100";"Trasp. aereo di merci";"Trasporto aereo di merci";6
"H";"512200";"Trasp. spaziale";"Trasporto spaziale";6
"H";"521000";"Magazzinaggio e custodia";"Magazzinaggio e custodia";6
"H";"522100";"Att. dei serv. conn. al trasp. terrestre";"Attività dei servizi connessi al trasporto terrestre";6
"H";"522200";"Att. dei serv. conn. al trasp. marittimo";"Attività dei servizi connessi al trasporto marittimo e per vie d'acqua";6
"H";"522300";"Att. dei serv. conn. al trasp. aereo";"Attività dei servizi connessi al trasporto aereo";6
"H";"522400";"Movimentazione merci";"Movimentazione merci";6
"H";"522900";"A. att. di supporto connesse ai trasp.";"Altre attività di supporto connesse ai trasporti";6
"H";"531000";"Att. postali con obbligo di serv. univ.";"Attività postali con obbligo di servizio universale";6
"H";"532000";"Altre att. postali e di corriere";"Altre attività postali e di corriere";6
"I";"551001";"Alberghi, locande e pens. con rist.";"Alberghi, locande e pensioni con ristorante";6
"I";"551002";"Alberghi, locande e pens. senza rist.";"Alberghi, locande e pensioni senza ristorante";6
"I";"551003";"Amm. e gestione di alberghi";"Amministrazione e gestione di alberghi";6
"I";"552001";"Appart. e case di vacanza";"Appartamenti e case di vacanza";6
"I";"552002";"Alloggi collettivi";"Alloggi collettivi";6
"I";"552003";"Amm. e gestione di case di vacanza";"Amministrazione e gestione di case di vacanza e alloggi collettivi";6
"I";"553001";"Campeggi";"Campeggi";6
"I";"553002";"Amm. e gestione di campeggi";"Amministrazione e gestione di campeggi";6
"I";"559000";"Altri alloggi";"Altri alloggi";6
"I";"561001";"Rist., loc. per la piccola ristorazione";"Ristoranti, locali per la piccola ristorazione, tea room e gelaterie";6
"I";"561002";"Rist. con possibilità di alloggio";"Ristoranti con possibilità d'alloggio";6
"I";"561003";"Amm. e gest. di stab. attivi nella rist.";"Amministrazione e gestione di stabilimenti attivi nella ristorazione";6
"I";"562100";"Catering per eventi";"Catering per eventi";6
"I";"562900";"Altri servizi di ristorazione";"Altri servizi di ristorazione";6
"I";"563001";"Bar";"Bar";6
"I";"563002";"Discoteche, sale da ballo, night club";"Discoteche, sale da ballo, night club e simili";6
"J";"581100";"Edizione di libri";"Edizione di libri";6
"J";"581200";"Pubbl. di elenchi e mailing list";"Pubblicazione di elenchi e mailing list";6
"J";"581300";"Edizione di quotidiani";"Edizione di quotidiani";6
"J";"581400";"Edizione di riviste e periodici";"Edizione di riviste e periodici";6
"J";"581900";"Altre att. editoriali";"Altre attività editoriali";6
"J";"582100";"Ed. di giochi per computer";"Edizione di giochi per computer";6
"J";"582900";"Edizione di altri software";"Edizione di altri software";6
"J";"591100";"Att. di prod. cinematografica";"Attività di produzione cinematografica, di video e di programmi televisivi";6
"J";"591200";"Att. di postproduzione cinematograf.";"Attività di postproduzione cinematografica, di video e di programmi televisivi";6
"J";"591300";"Att. di distr. cinematografica";"Attività di distribuzione cinematografica, di video e di programmi televisivi";6
"J";"591400";"Att. di proiezione cinematografica";"Attività di proiezione cinematografica; cinema";6
"J";"592000";"Att. di reg. sonora e dell'edit. mus.";"Attività di registrazione sonora e dell'editoria musicale";6
"J";"601000";"Trasmissioni radiofoniche";"Trasmissioni radiofoniche";6
"J";"602000";"Trasm. tele. e progr. per abbonati";"Trasmissioni televisive e programmazioni per abbonati";6
"J";"611000";"Telecomunicazioni fisse";"Telecomunicazioni fisse";6
"J";"612000";"Telecomunicazioni mobili";"Telecomunicazioni mobili";6
"J";"613000";"Telecomunicazioni satellitari";"Telecomunicazioni satellitari";6
"J";"619000";"Altre att. di telecomunicazione";"Altre attività di telecomunicazione";6
"J";"620100";"Att. di programazione informatica";"Attività di programmazione informatica";6
"J";"620200";"Att. di consulenza informatica";"Attività di consulenza informatica";6
"J";"620300";"Gestione di strutt. informatizzate";"Gestione di strutture informatizzate";6
"J";"620900";"A. att. d. serv. conn. a. tecn. d. info.";"Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica";6
"J";"631100";"Elab. dei dati, hosting e att. connesse";"Elaborazione dei dati, hosting e attività connesse";6
"J";"631200";"Portali web";"Portali web";6
"J";"639100";"Att. delle agenzie di stampa";"Attività delle agenzie di stampa";6
"J";"639900";"Altre att. dei servizi di info. nca";"Altre attività dei servizi d'informazione n.c.a.";6
"K";"641100";"Banca nazionale svizzera";"Banca nazionale svizzera";6
"K";"641901";"Istituti a statuto speciale";"Istituti a statuto speciale";6
"K";"641902";"Banche cantonali";"Banche cantonali";6
"K";"641903";"Grandi banche";"Grandi banche";6
"K";"641904";"Banche reg. e casse di risparmio";"Banche regionali e casse di risparmio";6
"K";"641905";"Banche Raiffeisen";"Banche Raiffeisen";6
"K";"641906";"Banche commerciali";"Banche commerciali";6
"K";"641907";"Istituti spec. nelle operazione di borsa";"Istituti specializzati nelle operazioni di borsa";6
"K";"641908";"Banche controllate da capitale estero";"Banche controllate da capitale estero";6
"K";"641909";"Filiali di banche estere";"Filiali di banche estere";6
"K";"641910";"Banche private";"Banche private";6
"K";"641911";"Altre banche";"Altre banche";6
"K";"641912";"A. intermed. monetarie nca";"Altre intermediazioni monetarie n.c.a.";6
"K";"642001";"Att. d. società di partecipazione fin.";"Attività delle società di partecipazione (holding) finanziario";6
"K";"642002";"Att. d. società di altre partecipazione";"Attività delle società di altre partecipazione (holding)";6
"K";"643000";"Trust, fondi e anlaloghi enti finanziari";"Trust (Società fiduciarie), fondi e analoghi enti finanziari";6
